salary,teamsal,nl,years,games,atbats,runs,hits,doubles,triples,hruns,rbis,bavg,bb,so,sbases,fldperc,frstbase,scndbase,shrtstop,thrdbase,outfield,catcher,yrsallst,hispan,black,whitepop,blackpop,hisppop,pcinc,gamesyr,hrunsyr,atbatsyr,allstar,slugavg,rbisyr,sbasesyr,runsyr,percwhte,percblck,perchisp,blckpb,hispph,whtepw,blckph,hisppb,lsalary
950000,15589667,0,6,578,1692,169,431,42,9,1,111,255,123,105,17,972,0,0,1,0,0,0,0,1,0,2261217,441940,52997,18774,96.333336,.16666667,282,0,29.196217,18.5,2.8333333,28.166666,82.042473,16.034662,1.9228606,0,1.9228606,0,0,16.034662,13.764217
750000,15589667,0,9,564,1441,119,329,62,3,17,136,228,80,387,3,988,0,0,0,0,0,1,0,0,0,2261217,441940,52997,18774,62.666668,1.8888888,160.11111,0,31.089521,15.111111,.33333334,13.222222,82.042473,16.034662,1.9228606,0,0,82.042473,0,0,13.527828
500000,15589667,0,5,359,1162,112,308,52,6,19,121,265,48,173,9,975,1,0,0,0,0,0,0,1,0,2261217,441940,52997,18774,71.800003,3.8,232.39999,0,36.919106,24.200001,1.8,22.4,82.042473,16.034662,1.9228606,0,1.9228606,0,0,16.034662,13.122363
425000,15589667,0,2,168,650,105,179,16,8,5,42,275,73,73,68,981,0,0,0,0,1,0,0,0,1,2261217,441940,52997,18774,84,2.5,325,0,34.76923,21,34,52.5,82.042473,16.034662,1.9228606,16.034662,0,0,1.9228606,0,12.959845
400000,15589667,0,7,517,1523,142,387,61,5,7,104,254.00002,48,190,8,970,0,0,1,0,0,0,0,1,0,2261217,441940,52997,18774,73.85714,1,217.57143,0,31.451084,14.857142,1.1428572,20.285715,82.042473,16.034662,1.9228606,0,1.9228606,0,0,16.034662,12.89922
350000,15589667,0,4,221,647,71,165,30,2,27,87,255,72,135,1,993,1,0,0,0,0,0,0,0,0,2261217,441940,52997,18774,55.25,6.75,161.75,0,43.276661,21.75,.25,17.75,82.042473,16.034662,1.9228606,0,0,82.042473,0,0,12.765689
335000,15589667,0,11,625,1569,120,408,56,4,5,157,260,105,185,7,985,0,0,0,0,0,1,0,1,0,2261217,441940,52997,18774,56.81818,.45454547,142.63637,0,31.038877,14.272727,.63636363,10.909091,82.042473,16.034662,1.9228606,0,1.9228606,0,0,16.034662,12.721886
325000,15589667,0,3,248,686,71,182,29,5,6,54,265,41,128,25,990,0,0,0,0,1,0,0,0,1,2261217,441940,52997,18774,82.666664,2,228.66667,0,34.839649,18,8.333333,23.666666,82.042473,16.034662,1.9228606,16.034662,0,0,1.9228606,0,12.691581
300000,15589667,0,6,555,1764,199,495,84,12,26,163,281,116,151,12,976,0,1,0,0,0,0,0,0,0,2261217,441940,52997,18774,92.5,4.3333335,294,0,38.605442,27.166666,2,33.166668,82.042473,16.034662,1.9228606,0,0,82.042473,0,0,12.611538
142500,15589667,0,2,55,197,19,51,9,2,4,19,259,5,41,0,993,1,0,0,0,0,0,0,0,1,2261217,441940,52997,18774,27.5,2,98.5,0,38.578682,9.5,0,9.5,82.042473,16.034662,1.9228606,16.034662,0,0,1.9228606,0,11.867097
4200000,35948168,0,7,696,2297,353,590,91,3,161,473,257,287,628,0,990,1,0,0,0,0,0,2,0,1,3569087,975199,90947,17061,99.428574,23,328.14285,28.571428,50.936005,67.571426,0,50.42857,76.999084,21.038834,1.9620805,21.038834,0,0,1.9620805,0,15.250595
3866667,35948168,0,11,1292,4331,652,1120,190,37,68,450,259,634,762,97,967,0,0,0,0,1,0,0,0,1,3569087,975199,90947,17061,117.45454,6.181818,393.72726,0,36.665897,40.909092,8.818182,59.272728,76.999084,21.038834,1.9620805,21.038834,0,0,1.9620805,0,15.167904
3433333,35948168,0,16,2095,7616,1211,2088,353,62,209,930,274,1047,965,134,984,0,1,0,0,0,0,5,0,1,3569087,975199,90947,17061,130.9375,13.0625,476,31.25,41.911766,58.125,8.375,75.6875,76.999084,21.038834,1.9620805,21.038834,0,0,1.9620805,0,15.049042
3333333,35948168,0,9,932,2873,416,693,121,8,137,406,241,538,811,18,990,0,0,0,0,0,1,1,0,0,3569087,975199,90947,17061,103.55556,15.222222,319.22223,11.111111,43.195267,45.111111,2,46.222221,76.999084,21.038834,1.9620805,0,0,76.999084,0,0,15.019484
2066667,35948168,0,9,1002,3365,503,746,128,12,205,536,222,503,1210,38,978,0,0,0,0,1,0,0,0,0,3569087,975199,90947,17061,111.33334,22.777779,373.88889,0,44.962852,59.555557,4.2222223,55.888889,76.999084,21.038834,1.9620805,0,0,76.999084,0,0,14.541448
1400000,35948168,0,16,1965,7179,1077,2050,356,51,162,876,286,759,755,212,977,0,0,1,0,0,0,6,0,0,3569087,975199,90947,17061,122.8125,10.125,448.6875,37.5,41.704971,54.75,13.25,67.3125,76.999084,21.038834,1.9620805,0,0,76.999084,0,0,14.151983
1150000,35948168,0,10,1106,4145,611,1120,187,38,61,390,270,316,575,214,984,0,0,0,0,1,0,0,0,0,3569087,975199,90947,17061,110.6,6.0999999,414.5,0,37.780457,39,21.4,61.099998,76.999084,21.038834,1.9620805,0,0,76.999084,0,0,13.955273
650000,35948168,0,3,379,1448,184,388,78,8,50,214,268,102,344,23,960,0,0,1,0,0,0,1,0,0,3569087,975199,90947,17061,126.33334,16.666666,482.66666,33.333332,43.646408,71.333336,7.6666665,61.333332,76.999084,21.038834,1.9620805,0,0,76.999084,0,0,13.384727
500000,35948168,0,14,1351,4838,815,1298,216,44,210,701,268,599,1068,256,975,0,0,0,0,1,0,0,0,0,3569087,975199,90947,17061,96.5,15,345.57144,0,46.134766,50.07143,18.285715,58.214287,76.999084,21.038834,1.9620805,0,0,76.999084,0,0,13.122363
425000,35948168,0,6,325,678,96,166,23,4,2,48,245,49,154,53,973,0,0,0,0,1,0,0,0,1,3569087,975199,90947,17061,54.166668,.33333334,113,0,29.941004,8,8.833333,16,76.999084,21.038834,1.9620805,21.038834,0,0,1.9620805,0,12.959845
275000,35948168,0,3,262,817,124,205,29,9,6,69,250.99998,67,164,50,984,0,0,0,0,1,0,0,0,1,3569087,975199,90947,17061,87.333336,2,272.33334,0,33.047737,23,16.666666,41.333332,76.999084,21.038834,1.9620805,21.038834,0,0,1.9620805,0,12.524527
250000,35948168,0,7,245,433,67,108,22,3,11,52,249,30,53,15,969,0,0,0,1,0,0,0,0,1,3569087,975199,90947,17061,35,1.5714285,61.857143,0,39.030022,7.4285712,2.1428571,9.5714283,76.999084,21.038834,1.9620805,21.038834,0,0,1.9620805,0,12.429216
240000,35948168,0,5,195,425,43,87,15,1,8,32,205,62,101,0,988,0,0,0,0,0,1,0,0,0,3569087,975199,90947,17061,39,1.6,85,0,30.117647,6.4000001,0,8.6000004,76.999084,21.038834,1.9620805,0,0,76.999084,0,0,12.388394
230000,35948168,0,2,161,481,62,137,26,0,6,57,285,31,61,3,967,0,0,0,1,0,0,0,0,0,3569087,975199,90947,17061,80.5,3,240.5,0,37.629936,28.5,1.5,31,76.999084,21.038834,1.9620805,0,0,76.999084,0,0,12.345835
2700000,22840832,0,19,2729,10554,1570,3025,558,123,243,1355,287,922,1257,262,971,0,0,0,0,1,0,3,0,0,1335470,214182,60340,17589,143.63158,12.789474,555.47369,15.789474,43.187416,71.315788,13.789474,82.631577,82.94886,13.303296,3.7478447,0,0,82.94886,0,0,14.808763
2500000,22840832,0,6,797,2783,314,745,119,16,32,350,268,205,219,83,988,0,0,0,0,0,1,0,0,0,1335470,214182,60340,17589,132.83333,5.3333335,463.83334,0,35.644989,58.333332,13.833333,52.333332,82.94886,13.303296,3.7478447,0,0,82.94886,0,0,14.731801
1640000,22840832,0,4,444,1538,227,360,71,9,72,260,234,167,362,28,984,0,0,0,0,1,0,0,0,1,1335470,214182,60340,17589,111,18,384.5,0,43.237972,65,7,56.75,82.94886,13.303296,3.7478447,13.303296,0,0,3.7478447,0,14.310206
1333333,22840832,0,11,1425,5071,720,1353,216,39,84,491,267,703,597,208,983,0,1,0,0,0,0,0,0,0,1335470,214182,60340,17589,129.54546,7.6363635,461,0,37.448235,44.636364,18.90909,65.454544,82.94886,13.303296,3.7478447,0,0,82.94886,0,0,14.103192
1100000,22840832,0,12,1656,5860,760,1454,287,29,255,856,248,721,1070,66,984,0,0,0,0,1,0,1,0,0,1335470,214182,60340,17589,138,21.25,488.33334,8.333333,43.754265,71.333336,5.5,63.333332,82.94886,13.303296,3.7478447,0,0,82.94886,0,0,13.910821
1000000,22840832,0,4,383,1134,172,331,43,13,8,148,292,99,101,74,997,0,0,0,0,1,0,0,0,1,1335470,214182,60340,17589,95.75,2,283.5,0,37.389771,37,18.5,43,82.94886,13.303296,3.7478447,13.303296,0,0,3.7478447,0,13.815511
750000,22840832,0,4,371,1138,161,298,398,12,14,125,262,72,168,36,968,0,0,1,0,0,0,0,0,0,1335470,214182,60340,17589,92.75,3.5,284.5,0,66.959579,31.25,9,40.25,82.94886,13.303296,3.7478447,0,0,82.94886,0,0,13.527828
725000,22840832,0,5,363,1018,109,267,63,3,39,144,262,84,225,2,945,0,0,0,0,1,0,0,0,0,1335470,214182,60340,17589,72.599998,7.8000002,203.60001,0,44.499016,28.799999,.40000001,21.799999,82.94886,13.303296,3.7478447,0,0,82.94886,0,0,13.493927
350000,22840832,0,1,149,579,93,168,19,6,1,47,290,55,124,54,966,0,0,1,0,0,0,0,0,0,1335470,214182,60340,17589,149,1,579,0,34.887737,47,54,93,82.94886,13.303296,3.7478447,0,0,82.94886,0,0,12.765689
250000,22840832,0,14,1302,4204,473,1110,183,41,70,402,264,326,619,161,964,0,0,1,0,0,0,1,0,0,1335470,214182,60340,17589,93,5,300.28571,7.1428571,37.702187,28.714285,11.5,33.785713,82.94886,13.303296,3.7478447,0,0,82.94886,0,0,12.429216
120000,22840832,0,1,51,164,15,38,8,0,4,25,232,17,18,2,992,0,0,0,0,0,1,0,0,0,1335470,214182,60340,17589,51,4,164,0,35.365852,25,2,15,82.94886,13.303296,3.7478447,0,0,82.94886,0,0,11.695247
118000,22840832,0,1,47,133,17,30,3,1,2,10,226,12,30,10,1000,1,0,0,0,0,0,0,0,0,1335470,214182,60340,17589,47,2,133,0,30.827068,10,10,17,82.94886,13.303296,3.7478447,0,0,82.94886,0,0,11.67844
110000,22840832,0,1,22,9,5,1,0,0,0,1,111,0,0,3,1000,0,0,0,0,1,0,0,1,0,1335470,214182,60340,17589,22,0,9,0,11.111111,1,3,5,82.94886,13.303296,3.7478447,0,3.7478447,0,0,13.303296,11.608235
5050000,41033000,0,9,946,3340,507,950,193,16,177,620,284,499,881,35,964,0,0,0,0,1,0,1,0,1,12699119,3289465,2777951,19683,105.11111,19.666666,371.11111,11.111111,51.077843,68.888885,3.8888888,56.333332,67.668961,17.528357,14.802685,17.528357,0,0,14.802685,0,15.434898
3833333,41033000,0,8,799,2618,321,679,147,7,96,411,259,306,456,61,989,0,0,0,0,1,0,1,0,0,12699119,3289465,2777951,19683,99.875,12,327.25,12.5,43.086327,51.375,7.625,40.125,67.668961,17.528357,14.802685,0,0,67.668961,0,0,15.159245
3820000,41033000,0,11,1426,5643,808,1754,363,15,192,913,311,427,343,14,995,1,0,0,0,0,0,6,0,0,12699119,3289465,2777951,19683,129.63637,17.454546,513,54.545456,48.254475,83,1.2727273,73.454544,67.668961,17.528357,14.802685,0,0,67.668961,0,0,15.155761
2900000,41033000,0,11,1625,6213,1067,2098,422,47,85,687,338,1004,470,16,963,0,0,0,1,0,0,8,0,0,12699119,3289465,2777951,19683,147.72728,7.7272725,564.81818,72.727272,46.177368,62.454544,1.4545455,97,67.668961,17.528357,14.802685,0,0,67.668961,0,0,14.880221
2500000,41033000,0,8,762,2379,269,610,83,4,117,362,256,174,333,8,990,0,0,0,0,0,1,1,0,0,12699119,3289465,2777951,19683,95.25,14.625,297.375,12.5,44.220261,45.25,1,33.625,67.668961,17.528357,14.802685,0,0,67.668961,0,0,14.731801
2250000,41033000,0,10,1277,4110,499,1000,173,52,40,354,243,473,450,74,978,0,0,1,0,0,0,0,0,0,12699119,3289465,2777951,19683,127.7,4,411,0,33.990269,35.400002,7.4000001,49.900002,67.668961,17.528357,14.802685,0,0,67.668961,0,0,14.626441
1575000,41033000,0,8,782,1916,243,448,70,10,26,174,234,216,293,21,978,0,1,0,0,0,0,0,0,0,12699119,3289465,2777951,19683,97.75,3.25,239.5,0,32.150314,21.75,2.625,30.375,67.668961,17.528357,14.802685,0,0,67.668961,0,0,14.269766
1050000,41033000,0,6,385,1062,128,263,51,6,20,104,248,91,218,11,954,0,0,1,0,0,0,0,0,0,12699119,3289465,2777951,19683,64.166664,3.3333333,177,0,36.346516,17.333334,1.8333334,21.333334,67.668961,17.528357,14.802685,0,0,67.668961,0,0,13.864301
350000,41033000,0,8,711,2144,277,605,115,18,23,204,282,306,307,49,990,0,0,0,0,1,0,0,0,1,12699119,3289465,2777951,19683,88.875,2.875,268,0,38.479477,25.5,6.125,34.625,67.668961,17.528357,14.802685,17.528357,0,0,14.802685,0,12.765689
325000,41033000,0,7,520,1160,138,291,50,4,24,147,250.99998,180,260,6,983,0,0,0,0,0,1,0,0,0,12699119,3289465,2777951,19683,74.285713,3.4285715,165.71428,0,36.293102,21,.85714287,19.714285,67.668961,17.528357,14.802685,0,0,67.668961,0,0,12.691581
255000,41033000,0,3,325,1040,146,245,35,1,55,139,236,151,267,9,983,1,0,0,0,0,0,0,0,0,12699119,3289465,2777951,19683,108.33334,18.333334,346.66666,0,42.98077,46.333332,3,48.666668,67.668961,17.528357,14.802685,0,0,67.668961,0,0,12.449018
160000,41033000,0,2,202,616,73,144,34,6,10,50,234,40,124,20,964,0,1,0,0,0,0,0,0,0,12699119,3289465,2777951,19683,101,5,308,0,35.714287,25,10,36.5,67.668961,17.528357,14.802685,0,0,67.668961,0,0,11.982929
152000,41033000,0,3,187,524,53,129,22,1,12,55,246,54,88,2,959,0,0,0,0,0,1,0,0,0,12699119,3289465,2777951,19683,62.333332,4,174.66667,0,36.068703,18.333334,.66666669,17.666666,67.668961,17.528357,14.802685,0,0,67.668961,0,0,11.931636
150000,41033000,0,2,147,581,82,149,33,6,8,60,256,77,93,17,986,0,0,0,0,1,0,0,0,1,12699119,3289465,2777951,19683,73.5,4,290.5,0,37.521515,30,8.5,41,67.668961,17.528357,14.802685,17.528357,0,0,14.802685,0,11.91839
5500000,42866000,0,10,1344,5201,727,1370,264,34,242,873,263,294,867,181,981,0,0,0,0,1,0,2,0,1,,,,23642,134.39999,24.200001,520.09998,20,46.683331,87.300003,18.1,72.699997,,,,,,,,,15.520259
4833333,42866000,0,5,761,2962,439,862,146,31,39,302,291,292,369,192,978,0,1,0,0,0,0,3,0,1,,,,23642,152.2,7.8000002,592.40002,60,40.074276,60.400002,38.400002,87.800003,,,,,,,,,15.391047
3583333,42866000,0,8,921,3514,545,891,157,41,93,361,254.00002,246,743,200,984,0,0,0,0,1,0,1,0,1,,,,23642,115.125,11.625,439.25,12.5,40.096756,45.125,25,68.125,,,,,,,,,15.091804
3500000,42866000,0,15,1856,7520,1275,2281,405,86,160,790,303,755,882,412,968,1,0,0,0,0,0,5,0,0,,,,23642,123.73333,10.666667,501.33334,33.333332,44.388298,52.666668,27.466667,85,,,,,,,,,15.068274
2100000,42866000,0,7,517,1433,181,361,57,9,51,168,252,76,264,27,988,0,0,0,0,1,0,0,0,0,,,,23642,73.85714,7.2857141,204.71428,0,41.102581,24,3.8571429,25.857143,,,,,,,,,14.557447
1487500,42866000,0,4,394,1278,177,344,73,2,47,182,269,195,221,1,994,1,0,0,0,0,0,0,0,0,,,,23642,98.5,11.75,319.5,0,43.97496,45.5,.25,44.25,,,,,,,,,14.212607
800000,42866000,0,10,1203,3818,452,875,122,29,52,314,229,390,591,109,977,0,0,1,0,0,0,0,0,0,,,,23642,120.3,5.1999998,381.79999,0,31.718178,31.4,10.9,45.200001,,,,,,,,,13.592367
500000,42866000,0,10,761,2394,278,592,119,12,63,309,247,196,365,19,952,0,0,0,1,0,0,0,0,1,,,,23642,76.099998,6.3000002,239.39999,0,38.596493,30.9,1.9,27.799999,,,,,,,,,13.122363
500000,42866000,0,17,1916,6685,744,1668,242,78,24,524,250,335,651,192,961,0,0,1,0,0,0,1,1,0,,,,23642,112.70588,1.4117647,393.23529,5.8823528,31.98205,30.82353,11.294118,43.764706,,,,,,,,,13.122363
290000,42866000,0,3,252,812,89,212,29,4,11,72,261,33,55,12,978,0,1,0,0,0,0,0,1,0,,,,23642,84,3.6666667,270.66666,0,34.729065,24,4,29.666666,,,,,,,,,12.577636
182500,42866000,0,2,83,207,23,55,9,0,5,27,266,22,50,0,956,0,0,0,0,0,1,0,0,0,,,,23642,41.5,2.5,103.5,0,38.164249,13.5,0,11.5,,,,,,,,,12.114506
115000,42866000,0,2,26,34,3,6,1,2,0,3,176,0,10,0,980,0,0,1,0,0,0,0,0,0,,,,23642,13,0,17,0,32.35294,1.5,0,1.5,,,,,,,,,11.652687
112500,42866000,0,2,11,20,1,5,0,0,1,2,250,2,6,0,1000,0,0,0,0,0,1,0,0,0,,,,23642,5.5,.5,10,0,40,1,0,.5,,,,,,,,,11.630709
109000,42866000,0,1,7,8,2,5,0,0,1,3,625,0,1,0,1000,1,0,0,0,0,0,0,1,0,,,,23642,7,1,8,0,100,3,0,2,,,,,,,,,11.599103
4333333,27705332,0,9,921,3094,421,800,145,24,114,434,259,195,493,80,956,0,0,0,1,0,0,2,0,0,9388957,1229809,4779118,14731,102.33334,12.666667,343.77777,22.222221,43.148029,48.222221,8.8888893,46.777779,60.975632,7.9868703,31.037498,0,0,60.975632,0,0,15.281848
3000000,27705332,0,12,1643,6031,745,1523,287,28,231,872,252.99998,412,1060,82,965,0,0,0,1,0,0,2,0,0,9388957,1229809,4779118,14731,136.91667,19.25,502.58334,16.666666,42.430775,72.666664,6.8333335,62.083332,60.975632,7.9868703,31.037498,0,0,60.975632,0,0,14.914123
2475000,27705332,0,6,753,2740,426,818,96,41,13,242,299,200,329,195,982,0,0,0,0,1,0,0,1,0,9388957,1229809,4779118,14731,125.5,2.1666667,456.66666,0,37.773724,40.333332,32.5,71,60.975632,7.9868703,31.037498,0,31.037498,0,0,7.9868703,14.721751
1750000,27705332,0,12,1590,5698,79,1538,275,28,197,818,270,707,1087,117,971,0,0,0,0,1,0,2,0,1,9388957,1229809,4779118,14731,132.5,16.416666,474.83334,16.666666,43.173042,68.166664,9.75,6.5833335,60.975632,7.9868703,31.037498,7.9868703,0,0,31.037498,0,14.375126
600000,27705332,0,8,482,1069,125,249,36,3,13,91,233,97,167,16,975,0,0,0,1,0,0,0,1,0,9388957,1229809,4779118,14731,60.25,1.625,133.625,0,30.869972,11.375,2,15.625,60.975632,7.9868703,31.037498,0,31.037498,0,0,7.9868703,13.304685
600000,27705332,0,8,758,1798,250,442,67,17,10,147,246,191,309,83,988,0,0,0,0,1,0,0,1,0,9388957,1229809,4779118,14731,94.75,1.25,224.75,0,31.868744,18.375,10.375,31.25,60.975632,7.9868703,31.037498,0,31.037498,0,0,7.9868703,13.304685
525000,27705332,0,5,248,690,63,164,38,1,14,72,238,50,101,0,987,0,0,0,0,0,1,0,0,0,9388957,1229809,4779118,14731,49.599998,2.8,138,0,35.652172,14.4,0,12.6,60.975632,7.9868703,31.037498,0,0,60.975632,0,0,13.171153
450000,27705332,0,4,370,1192,176,308,52,7,12,85,258,105,215,46,982,0,0,0,0,1,0,0,0,1,9388957,1229809,4779118,14731,92.5,3,298,0,34.395973,21.25,11.5,44,60.975632,7.9868703,31.037498,7.9868703,0,0,31.037498,0,13.017003
265000,27705332,0,4,195,632,91,148,22,1,3,45,234,26,64,10,964,0,0,1,0,0,0,0,0,0,9388957,1229809,4779118,14731,48.75,.75,158,0,28.63924,11.25,2.5,22.75,60.975632,7.9868703,31.037498,0,0,60.975632,0,0,12.487485
220000,27705332,0,1,139,441,59,114,16,2,10,46,259,51,71,43,978,0,0,0,0,1,0,0,0,0,9388957,1229809,4779118,14731,139,10,441,0,37.18821,46,43,59,60.975632,7.9868703,31.037498,0,0,60.975632,0,0,12.301383
160000,27705332,0,4,119,306,30,62,13,0,3,25,203,24,97,1,987,0,0,0,0,0,1,0,0,0,9388957,1229809,4779118,14731,29.75,.75,76.5,0,27.450981,6.25,.25,7.5,60.975632,7.9868703,31.037498,0,0,60.975632,0,0,11.982929
115000,27705332,0,1,23,79,8,14,1,0,2,6,177,11,23,1,953,0,0,0,0,1,0,0,0,0,9388957,1229809,4779118,14731,23,2,79,0,26.582279,6,1,8,60.975632,7.9868703,31.037498,0,0,60.975632,0,0,11.652687
112500,27705332,0,1,47,151,14,39,5,0,1,12,258,8,26,9,964,0,1,0,0,0,0,0,0,1,9388957,1229809,4779118,14731,47,1,151,0,31.125828,12,9,14,60.975632,7.9868703,31.037498,7.9868703,0,0,31.037498,0,11.630709
110000,27705332,0,1,7,14,1,2,1,0,0,2,143,5,5,0,1000,1,0,0,0,0,0,0,0,0,9388957,1229809,4779118,14731,7,0,14,0,21.428572,2,0,1,60.975632,7.9868703,31.037498,0,0,60.975632,0,0,11.608235
109000,27705332,0,3,63,159,10,27,5,1,2,8,170,20,29,1,963,0,0,0,1,0,0,0,0,0,9388957,1229809,4779118,14731,21,.66666669,53,0,25.157232,2.6666667,.33333334,3.3333333,60.975632,7.9868703,31.037498,0,0,60.975632,0,0,11.599103
3650000,35228168,0,11,1485,5713,778,1613,291,32,252,938,282,318,722,66,964,0,0,0,0,1,0,3,1,0,5772110,1547725,893422,18840,135,22.90909,519.36365,27.272728,47.680729,85.272728,6,70.727272,70.277969,18.844229,10.877804,0,10.877804,0,0,18.844229,15.110238
3500000,35228168,0,14,1704,6465,1138,1923,315,96,108,656,297,939,679,730,987,0,0,0,0,1,0,7,0,1,5772110,1547725,893422,18840,121.71429,7.7142859,461.78571,50,42.598606,46.857143,52.142857,81.285713,70.277969,18.844229,10.877804,18.844229,0,0,10.877804,0,15.068274
2266667,35228168,0,6,583,2059,258,563,61,38,4,176,273,120,177,131,984,0,0,0,0,1,0,0,0,1,5772110,1547725,893422,18840,97.166664,.66666669,343.16666,0,34.579895,29.333334,21.833334,43,70.277969,18.844229,10.877804,18.844229,0,0,10.877804,0,14.633821
2000000,35228168,0,8,1095,3841,432,1021,143,42,10,338,266,124,308,136,975,0,0,1,0,0,0,3,1,0,5772110,1547725,893422,18840,136.875,1.25,480.125,37.5,33.272587,42.25,17,54,70.277969,18.844229,10.877804,0,10.877804,0,0,18.844229,14.508657
1975000,35228168,0,12,1705,6797,891,1915,273,46,53,541,282,548,576,437,978,0,1,0,0,0,0,5,0,0,5772110,1547725,893422,18840,142.08333,4.4166665,566.41669,41.666668,35.883476,45.083332,36.416668,74.25,70.277969,18.844229,10.877804,0,0,70.277969,0,0,14.496078
1750000,35228168,0,8,816,2421,317,597,117,14,110,366,247,309,582,5,988,0,0,0,0,1,0,0,0,0,5772110,1547725,893422,18840,102,13.75,302.625,0,44.279224,45.75,.625,39.625,70.277969,18.844229,10.877804,0,0,70.277969,0,0,14.375126
1700000,35228168,0,4,480,1736,230,470,83,3,44,254,271,236,197,5,956,0,0,0,1,0,0,1,0,0,5772110,1547725,893422,18840,120,11,434,25,39.804146,63.5,1.25,57.5,70.277969,18.844229,10.877804,0,0,70.277969,0,0,14.346139
1016667,35228168,0,7,459,1171,145,265,55,3,36,145,226,94,346,20,990,0,0,0,0,0,1,0,0,0,5772110,1547725,893422,18840,65.571426,5.1428571,167.28572,0,37.06234,20.714285,2.8571429,20.714285,70.277969,18.844229,10.877804,0,0,70.277969,0,0,13.83204
910000,35228168,0,6,534,1908,286,476,70,14,112,327,249,157,663,81,960,0,0,0,0,1,0,1,0,1,5772110,1547725,893422,18840,89,18.666666,318,16.666666,47.69392,54.5,13.5,47.666668,70.277969,18.844229,10.877804,18.844229,0,0,10.877804,0,13.7212
900000,35228168,0,3,378,1323,251,426,88,7,63,255,322,304,254,7,992,1,0,0,0,0,0,0,0,1,5772110,1547725,893422,18840,126,21,441,0,54.195011,85,2.3333333,83.666664,70.277969,18.844229,10.877804,18.844229,0,0,10.877804,0,13.71015
632500,35228168,0,3,254,630,68,160,40,6,10,75,254.00002,76,98,1,975,0,0,1,0,0,0,0,0,0,5772110,1547725,893422,18840,84.666664,3.3333333,210,0,38.412697,25,.33333334,22.666666,70.277969,18.844229,10.877804,0,0,70.277969,0,0,13.357435
500000,35228168,0,6,722,2794,440,785,160,27,93,387,281,251,450,93,986,0,0,0,1,0,0,1,0,1,5772110,1547725,893422,18840,120.33334,15.5,465.66666,16.666666,45.740871,64.5,15.5,73.333336,70.277969,18.844229,10.877804,18.844229,0,0,10.877804,0,13.122363
285000,35228168,0,5,308,710,104,175,20,6,0,43,246,77,69,45,962,0,1,0,0,0,0,0,0,1,5772110,1547725,893422,18840,61.599998,0,142,0,29.15493,8.6000004,9,20.799999,70.277969,18.844229,10.877804,18.844229,0,0,10.877804,0,12.560245
4400000,39776560,0,7,995,3780,521,1079,206,13,123,584,285,378,381,39,994,1,0,0,0,0,0,0,0,0,1320564,200508,45227,18407,142.14285,17.571428,540,0,44.444443,83.428574,5.5714288,74.428574,84.311104,12.801387,2.8875074,0,0,84.311104,0,0,15.297115
3666667,39776560,0,10,1341,4892,660,1307,251,29,196,744,267,465,617,89,986,0,0,0,0,1,0,0,0,0,1320564,200508,45227,18407,134.10001,19.6,489.20001,0,45.053146,74.400002,8.8999996,66,84.311104,12.801387,2.8875074,0,0,84.311104,0,0,15.114794
3666667,39776560,0,10,1140,3386,452,844,183,35,69,335,249,188,676,79,971,0,0,1,0,0,0,0,0,0,1320564,200508,45227,18407,114,6.9000001,338.60001,0,38.511517,33.5,7.9000001,45.200001,84.311104,12.801387,2.8875074,0,0,84.311104,0,0,15.114794
3100000,39776560,0,20,2562,9789,1514,3005,634,134,298,1520,307,1057,840,194,970,1,0,0,0,0,0,13,0,0,1320564,200508,45227,18407,128.10001,14.9,489.45001,65,49.044846,76,9.6999998,75.699997,84.311104,12.801387,2.8875074,0,0,84.311104,0,0,14.946913
2400000,39776560,0,6,779,2816,292,717,111,23,8,249,255,180,288,50,987,0,1,0,0,0,0,0,1,0,1320564,200508,45227,18407,129.83333,1.3333334,469.33334,0,31.889204,41.5,8.333333,48.666668,84.311104,12.801387,2.8875074,0,2.8875074,0,0,12.801387,14.690979
1525000,39776560,0,5,439,1566,190,449,81,10,33,210,287,118,308,61,983,0,0,0,0,1,0,1,1,0,1320564,200508,45227,18407,87.800003,6.5999999,313.20001,20,41.443169,42,12.2,38,84.311104,12.801387,2.8875074,0,2.8875074,0,0,12.801387,14.237505
1175000,39776560,0,6,484,1456,160,365,92,9,42,195,250.99998,102,276,3,993,0,0,0,0,0,1,0,0,0,1320564,200508,45227,18407,80.666664,7,242.66667,0,41.277473,32.5,.5,26.666666,84.311104,12.801387,2.8875074,0,0,84.311104,0,0,13.976779
1090000,39776560,0,2,55,58,4,11,4,0,0,6,190,5,16,0,875,0,0,0,0,1,0,0,0,0,1320564,200508,45227,18407,27.5,0,29,0,25.862068,3,0,2,84.311104,12.801387,2.8875074,0,0,84.311104,0,0,13.901689
460000,39776560,0,6,290,475,58,124,15,5,11,60,261,24,79,2,1000,0,0,0,0,1,0,0,0,1,1320564,200508,45227,18407,48.333332,1.8333334,79.166664,0,38.315788,10,.33333334,9.666667,84.311104,12.801387,2.8875074,12.801387,0,0,2.8875074,0,13.038981
400000,39776560,0,10,960,2424,271,596,78,23,8,179,246,137,397,79,962,0,0,1,0,0,0,0,0,1,1320564,200508,45227,18407,96,.80000001,242.39999,0,30.693069,17.9,7.9000001,27.1,84.311104,12.801387,2.8875074,12.801387,0,0,2.8875074,0,12.89922
