female,phsrank,BA,AA,black,hispanic,id,exper,jc,univ,lwage,stotal,smcity,medcity,submed,lgcity,sublg,vlgcity,subvlg,ne,nc,south,totcoll
1,97,1,0,0,0,38556,86,0,5.0166669,1.9459101,1.6175698,0,0,0,0,0,0,0,0,1,0,5.0166669
0,55,0,0,0,0,38569,126,0,0,2.4510052,.19892748,0,0,0,0,0,0,1,0,0,1,0
0,72,1,0,0,0,38580,133,0,4,2.3272777,.9082486,1,0,0,0,0,0,0,1,0,0,4
0,67,1,0,0,0,38595,150,3.2333333,1,2.4567358,-.23581775,1,0,0,0,0,0,0,1,0,0,4.2333336
0,18,0,0,0,0,38612,128,.34999999,0,2.7080503,0,0,1,0,0,0,0,0,0,0,0,.34999999
0,54,0,0,0,0,38649,134,0,0,1.6677067,-1.2654775,1,0,0,0,0,0,0,0,0,1,0
0,13,0,0,0,0,38652,145,0,0,2.0520535,-.3731057,0,1,0,0,0,0,0,0,0,1,0
1,31,0,0,0,1,38656,155,0,0,1.7917595,-1.2883588,0,0,1,0,0,0,0,0,0,0,0
1,47,0,0,0,0,38663,162,0,0,1.9671121,.79384196,0,0,0,0,0,0,0,0,1,0,0
1,50,0,0,1,0,38667,139,0,.1,.94047606,-1.9061546,0,0,0,1,0,0,0,0,0,1,.1
0,68,0,0,0,0,38674,165,.61111045,.3999995,2.4849067,-.19005509,0,1,0,0,0,0,0,0,0,1,1.0111099
1,99,1,0,0,0,38691,153,.1,5.5333333,2.7692289,1.2743498,0,0,0,0,1,0,0,0,0,1,5.6333332
0,7,0,0,1,0,38698,160,0,0,2.1633229,-2.8900518,1,0,0,0,0,0,0,0,0,1,0
1,78,0,0,0,0,38716,161,0,0,2.2784874,.95401126,0,0,0,0,1,0,0,0,1,0,0
0,42,0,0,0,0,38727,150,0,0,2.1972246,-1.9976799,0,0,0,0,0,0,0,0,0,1,0
0,74,0,0,0,0,38735,150,0,0,2.904165,-.23581775,0,0,0,0,0,0,0,0,0,1,0
1,73,0,0,0,1,38754,114,0,0,2.4849067,.22180881,0,1,0,0,0,0,0,0,0,0,0
0,33,0,0,1,0,38762,165,0,1.1,2.6741486,-.57903767,0,0,1,0,0,0,0,0,0,1,1.1
0,48,0,0,0,0,38779,124,.15555534,0,1.2089599,-.39598703,0,0,0,0,0,0,1,0,0,1,.15555534
1,57,0,0,0,0,38793,97,.40000001,0,2.4265711,1.2057059,1,0,0,0,0,0,0,0,0,0,.40000001
1,13,0,0,0,0,38796,85,0,0,1.7361416,-.71632564,0,0,0,0,0,0,0,0,1,0,0
1,27,0,0,0,0,38805,101,0,1.6666646,1.7067552,-.052767128,0,1,0,0,0,0,0,0,0,0,1.6666646
0,81,0,0,0,0,38827,130,0,5.4444375,2.2380466,.67943537,1,0,0,0,0,0,0,0,0,0,5.4444375
1,58,0,0,0,0,38831,156,0,0,1.704748,-.35022438,0,0,0,0,0,0,0,0,1,0,0
0,96,1,0,0,0,38842,97,0,4.5666647,2.2924299,1.0912993,0,0,0,0,0,0,1,0,1,0,4.5666647
0,50,0,0,0,0,38847,103,0,2.0666666,1.9459101,1.6633325,0,0,1,0,0,0,0,1,0,0,2.0666666
0,23,0,0,0,0,38851,144,0,0,1.9616585,.38197809,0,0,0,0,0,0,0,0,1,0,0
1,38,0,0,0,0,38855,147,1.7,0,2.0041788,-.64768165,1,0,0,0,0,0,0,0,1,0,1.7
1,59,0,1,0,0,38864,91,2.0888865,0,1.6125278,.31333411,0,1,0,0,0,0,0,0,0,0,2.0888865
1,74,0,0,0,0,38870,83,0,1.3555542,1.9459101,.31333411,0,0,0,0,0,0,0,0,1,0,1.3555542
1,30,0,0,0,0,38891,97,0,0,1.691801,-1.7459854,0,0,0,0,0,0,0,0,1,0,0
1,60,1,0,0,0,38897,39,0,4,1.798607,-1.0137829,0,0,1,0,0,0,0,1,0,0,4
1,32,0,0,0,0,38917,156,0,0,2.6497147,-.9680202,1,0,0,0,0,0,0,0,0,1,0
1,67,0,0,0,0,38927,147,0,0,1.3862944,-.052767128,1,0,0,0,0,0,0,1,0,0,0
0,17,1,0,0,0,38937,128,2.7,3.6666627,2.9768043,-.28158039,1,0,0,0,0,0,0,0,1,0,6.366663
1,50,0,0,0,0,38946,111,0,0,1.3456614,-.83073229,1,0,0,0,0,0,0,0,1,0,0
0,41,0,0,0,0,38948,150,0,0,2.2159371,-.67056298,1,0,0,0,0,0,0,0,0,1,0
1,70,0,0,0,0,38957,112,0,0,1.8813716,-.35022438,0,0,0,0,0,0,0,0,1,0,0
1,30,0,0,0,0,38976,160,0,0,2.1018448,.51926607,1,0,0,0,0,0,0,0,1,0,0
0,87,0,0,0,0,38982,114,0,0,1.8578682,.19892748,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,39024,134,0,0,2.8903718,-1.0366642,0,0,0,0,0,0,0,0,1,0,0
0,57,1,0,0,1,39044,118,0,4.7666669,2.6253586,-.029885801,0,0,0,1,0,0,0,0,0,1,4.7666669
0,30,0,0,1,0,39055,79,0,0,2.3094327,0,0,1,0,0,0,0,0,0,0,1,0
0,63,0,0,0,1,39063,164,0,0,2.6127362,-.9680202,0,0,0,0,0,1,0,0,0,1,0
1,96,0,0,0,0,39064,85,0,0,2.862201,1.1141806,0,0,0,0,0,0,0,0,1,0,0
1,88,0,0,0,0,39075,115,0,0,2.1543429,1.4574004,1,0,0,0,0,0,0,1,0,0,0
0,85,0,0,1,0,39083,84,.43333334,5.4999957,3.0362341,-.83073229,0,0,0,1,0,0,0,0,0,0,5.9333291
0,21,1,0,0,0,39089,125,0,4.3777709,2.5585184,.13028349,0,0,0,1,0,0,0,0,1,0,4.3777709
0,29,0,0,0,0,39097,159,0,0,2.7725887,-.55615634,1,0,0,0,0,0,0,0,1,0,0
0,30,0,0,0,0,39144,144,1.6333333,0,2.0294628,.86248595,0,0,0,0,0,0,0,0,1,0,1.6333333
1,90,0,0,0,0,39161,144,1.9,1.2,1.9661129,1.2743498,0,0,0,0,0,0,0,1,0,0,3.0999999
1,67,0,0,1,0,39181,159,.26666668,0,2.0986311,-.78496963,1,0,0,0,0,0,0,0,0,1,.26666668
1,68,1,0,0,0,39192,129,.2,3.7222209,2.259244,0,0,0,0,0,0,0,1,0,1,0,3.9222209
1,85,0,0,0,0,39194,162,1.0222208,0,1.9616585,0,0,1,0,0,0,0,0,0,1,0,1.0222208
1,69,0,0,0,0,39223,166,0,0,1.8825138,-1.8146293,1,0,0,0,0,0,0,1,0,0,0
1,90,1,0,0,0,39244,148,0,4.3666668,2.0607789,.40485942,0,0,0,0,0,0,0,0,1,0,4.3666668
1,32,0,0,1,0,39245,116,.13333334,0,2.5376573,0,0,0,0,1,0,0,0,0,1,0,.13333334
0,36,0,0,0,0,39265,124,0,2.2,2.4638534,.63367271,1,0,0,0,0,0,0,1,0,0,2.2
0,70,1,0,0,0,39268,138,0,4.1333332,1.7917595,.86248595,0,0,0,0,0,0,0,0,1,0,4.1333332
1,90,0,0,0,0,39280,47,0,0,1.9244547,.86248595,0,0,0,0,0,0,0,0,0,1,0
0,73,0,0,0,0,39301,112,0,5.322217,2.3025851,0,0,0,0,0,0,0,0,0,0,1,5.322217
0,50,0,0,0,0,39309,162,0,0,2.0082135,-.92225754,0,0,0,1,0,0,0,0,1,0,0
0,95,1,0,0,0,39312,139,0,4.3333335,1.8718022,0,1,0,0,0,0,0,0,0,0,1,4.3333335
0,60,0,0,0,0,39326,148,0,0,2.5336967,-.87649488,0,0,0,0,0,0,0,0,0,1,0
0,90,1,0,0,0,39361,81,.33333334,6.3444376,2.8820031,.9082486,1,0,0,0,0,0,0,0,0,0,6.6777711
0,78,1,0,0,0,39374,111,0,4.6999998,2.3795462,.9082486,1,0,0,0,0,0,0,0,0,1,4.6999998
0,28,0,0,1,0,39383,73,0,0,2.9461415,0,0,0,0,1,0,0,0,0,0,0,0
1,50,1,0,0,0,39388,90,0,4.0999999,1.6094379,.77096063,0,0,0,0,1,0,0,0,1,0,4.0999999
0,14,0,0,0,0,39400,110,0,1.9777751,2.2690282,-1.5171721,0,0,0,0,0,0,0,0,1,0,1.9777751
1,98,1,0,0,0,39407,114,0,4.1999998,2.7170188,2.2353656,0,0,0,0,0,0,1,1,0,0,4.1999998
1,75,0,0,1,0,39411,105,0,0,2.1575124,-.57903767,0,0,0,0,0,0,0,0,0,1,0
0,85,0,0,0,0,39420,100,0,5.7666669,2.8526316,0,0,0,0,0,0,0,1,1,0,0,5.7666669
0,55,1,0,0,0,39431,110,0,4.6666665,1.65026,.67943537,0,0,0,0,0,0,1,0,1,0,4.6666665
0,89,1,0,0,0,39434,142,0,5.0666666,2.2839365,0,0,0,0,0,0,1,0,0,1,0,5.0666666
0,50,1,0,0,0,39441,147,3.2666667,1.7222209,2.6703098,.38197809,0,1,0,0,0,0,0,0,1,0,4.9888878
0,58,1,0,0,0,39480,111,0,4.5555501,1.856487,.19892748,0,0,1,0,0,0,0,0,1,0,4.5555501
0,37,0,0,1,0,39490,89,0,.63333333,2.3105526,-1.3341215,0,0,0,0,1,0,0,1,0,0,.63333333
0,58,0,0,0,0,39493,131,0,0,2.6905649,.63367271,1,0,0,0,0,0,0,1,0,0,0
1,76,1,0,0,0,39496,135,0,4.1999998,2.3025851,1.0684179,1,0,0,0,0,0,0,1,0,0,4.1999998
1,52,1,0,1,0,39498,150,0,4.4666624,2.7623084,-.601919,0,0,0,1,0,0,0,0,0,0,4.4666624
0,71,1,0,0,0,39524,122,0,5.2222166,2.3025851,.63367271,1,0,0,0,0,0,0,1,0,0,5.2222166
0,64,0,0,0,0,39547,160,0,0,2.1484344,-.12141111,0,0,0,1,0,0,0,0,1,0,0
0,84,0,0,0,0,39572,147,1.6222198,.73333234,2.7080503,-.075648457,0,0,0,0,1,0,0,0,0,0,2.3555522
1,50,0,0,1,0,39577,21,.33333334,0,1.2675248,-1.3341215,0,1,0,0,0,0,0,0,0,1,.33333334
1,50,0,0,1,0,39596,164,0,0,1.6714733,-1.8146293,0,0,0,1,0,0,0,0,0,1,0
1,94,0,1,0,0,39599,132,3.8,0,2.8705721,-.075648457,0,0,0,1,0,0,0,0,0,0,3.8
0,48,0,0,0,0,39616,139,0,0,1.5224266,-.73920697,0,0,0,0,1,0,0,0,0,1,0
1,51,1,0,0,0,39627,106,2.3166666,2.533329,1.9358593,0,0,0,0,0,0,0,0,0,1,0,4.8499956
0,24,0,0,0,0,39639,156,0,0,1.5260559,-.7620883,1,0,0,0,0,0,0,0,0,1,0
0,10,0,0,0,0,39640,161,0,0,2.0388086,-.62480032,0,0,0,0,0,0,0,0,0,1,0
0,50,1,0,0,0,39644,88,0,4.3333335,3.4657359,1.2972312,0,0,0,0,1,0,0,0,0,1,4.3333335
0,12,0,0,0,0,39656,146,0,0,2.558002,-.89937621,0,0,0,0,1,0,0,0,1,0,0
1,44,0,0,0,0,39662,134,0,0,2.392066,-.44174969,0,0,0,0,1,0,0,1,0,0,0
0,1,0,0,1,0,39666,68,0,0,1.2527629,-1.4942907,0,1,0,0,0,0,0,1,0,0,0
0,86,0,0,0,0,39684,143,0,3.2,2.3025851,.61079139,0,0,0,0,0,1,0,0,1,0,3.2
0,6,0,0,0,0,39707,142,.66666669,0,2.9311938,1.1141806,0,0,0,0,0,0,0,1,0,0,.66666669
0,6,0,0,0,0,39717,139,0,0,1.9841313,-.48751235,0,0,0,0,1,0,0,0,1,0,0
1,94,1,0,0,0,39727,133,0,4.25,2.1282318,1.5946884,0,0,0,0,0,0,0,1,0,0,4.25
1,51,0,0,0,0,39755,147,0,0,2.1713364,-.87649488,1,0,0,0,0,0,0,0,1,0,0
1,82,0,0,0,0,39766,159,0,0,.71923453,1.4802818,1,0,0,0,0,0,0,0,0,1,0
0,41,0,0,0,0,39767,164,0,0,2.1484344,-.19005509,0,0,1,0,0,0,0,1,0,0,0
0,38,0,1,0,0,39790,130,2.0666666,0,1.7917595,1.2743498,0,0,0,0,1,0,0,0,1,0,2.0666666
1,70,1,0,0,0,39791,153,2.0666666,2,3.3626876,1.6862137,0,1,0,0,0,0,0,1,0,0,4.0666666
1,28,0,0,0,0,39793,32,0,.63333333,1.3456614,.06163951,0,0,1,0,0,0,0,0,0,1,.63333333
1,50,0,0,1,0,39815,118,0,.68888801,2.1929593,-1.3112401,0,1,0,0,0,0,0,0,1,0,.68888801
0,82,1,0,1,0,39831,151,0,4.4000001,2.3418057,-.44174969,0,0,0,0,0,0,0,0,0,1,4.4000001
0,64,1,0,0,0,39868,123,0,4.9111023,3.2148678,.86248595,0,0,0,0,0,0,1,0,1,0,4.9111023
1,78,0,0,0,0,39881,163,0,0,1.8718022,1.1828245,0,0,0,0,0,0,0,1,0,0,0
1,87,1,0,0,0,39925,107,0,3.9777732,2.0928645,.93112993,0,0,1,0,0,0,0,0,0,1,3.9777732
0,50,0,0,0,0,39927,148,0,0,2.3307559,.38197809,1,0,0,0,0,0,0,0,0,1,0
0,85,1,0,0,0,39928,103,0,5.2666669,2.9575109,.99977392,1,0,0,0,0,0,0,0,0,0,5.2666669
0,90,1,0,0,0,39947,125,.1,5.2333331,2.9957323,1.1828245,0,0,0,1,0,0,0,0,0,1,5.333333
0,73,1,0,0,0,39954,155,0,4.5999961,2.5481422,.99977392,1,0,0,0,0,0,0,0,0,1,4.5999961
1,81,0,0,0,0,39973,146,0,1.5,2.9957323,1.137062,0,0,0,0,0,0,1,0,0,1,1.5
0,93,0,0,0,0,39977,121,0,7.5,2.8134108,.65655404,0,0,0,0,0,0,0,0,1,0,7.5
0,63,0,0,0,1,39978,160,0,1.0666652,2.7880929,0,0,0,0,0,0,1,0,0,1,0,1.0666652
1,85,1,0,0,0,39981,51,0,4.1333332,1.6333435,.13028349,0,1,0,0,0,0,0,1,0,0,4.1333332
1,59,0,0,1,0,40003,122,0,0,1.7917595,-1.0366642,1,0,0,0,0,0,0,0,0,1,0
1,28,1,0,0,0,40015,98,0,5.4666667,2.7514005,.40485942,1,0,0,0,0,0,0,1,0,0,5.4666667
1,50,0,0,0,0,40042,165,0,0,2.2772672,0,0,0,0,0,1,0,0,0,1,0,0
1,72,1,0,0,0,40055,150,0,4.5333252,2.3025851,-.029885801,1,0,0,0,0,0,0,0,0,0,4.5333252
1,74,0,0,0,0,40057,162,0,0,1.9065751,.084520839,0,0,0,0,0,0,1,0,0,1,0
1,20,0,0,0,0,40059,154,0,0,2.0794415,-.601919,0,0,0,0,1,0,0,1,0,0,0
0,13,0,0,0,0,40063,161,0,0,3.4011974,-.69344431,1,0,0,0,0,0,0,0,1,0,0
0,94,1,0,0,0,40069,138,0,5.3666668,2.7014852,.74807936,0,0,0,0,0,0,0,0,0,1,5.3666668
1,16,0,0,0,0,40072,50,0,0,1.2809334,-.69344431,0,1,0,0,0,0,0,0,1,0,0
1,96,1,0,0,0,40092,150,0,4.6999998,2.1344807,1.0226552,1,0,0,0,0,0,0,0,1,0,4.6999998
1,87,0,0,0,0,40094,122,1.2,4.8666611,2.862201,.93112993,1,0,0,0,0,0,0,0,0,0,6.0666609
0,81,1,0,0,0,40110,114,0,5.4222169,2.9957323,1.8921458,0,0,0,1,0,0,0,0,0,0,5.4222169
0,33,0,0,0,0,40119,147,0,0,2.0614231,0,1,0,0,0,0,0,0,0,1,0,0
0,95,1,0,0,0,40126,98,0,4.7666669,2.9957323,.77096063,0,0,0,0,0,0,1,0,0,1,4.7666669
1,58,0,0,0,1,40129,109,0,1.9,1.7127101,.13028349,1,0,0,0,0,0,0,0,0,1,1.9
1,93,1,0,0,0,40132,114,0,4.3333335,2.5752459,.63367271,0,0,0,0,0,0,0,1,0,0,4.3333335
0,89,1,0,0,0,40133,153,0,4.8888822,1.4586148,.65655404,0,0,0,0,0,0,0,0,1,0,4.8888822
0,81,1,0,0,0,40138,109,0,4.5333333,2.5733747,.63367271,0,0,1,0,0,0,0,0,0,0,4.5333333
1,98,1,0,0,0,40142,138,.69999999,4.4000001,2.832036,1.8235017,0,0,0,0,0,0,1,0,0,0,5.0999999
1,98,1,0,0,0,40145,145,0,4.4000001,2.3864665,.61079139,0,0,0,1,0,0,0,0,1,0,4.4000001
0,64,1,0,0,0,40147,147,0,4.4000001,3.0930607,.45062208,0,0,0,0,1,0,0,0,0,1,4.4000001
1,37,0,0,0,0,40161,104,0,.89999998,2.1083775,.42774075,1,0,0,0,0,0,0,1,0,0,.89999998
1,80,1,0,0,0,40164,87,2.0666666,1.5266643,2.1390145,.63367271,0,0,0,0,0,1,0,0,0,1,3.5933309
1,82,1,0,0,0,40165,131,0,4.1444397,2.2617631,1.137062,1,0,0,0,0,0,0,0,0,1,4.1444397
0,27,0,0,1,0,40175,34,.66666538,0,1.6638211,-1.4027654,0,0,0,0,1,0,0,0,0,1,.66666538
1,58,0,0,0,0,40176,126,0,0,2.3304825,.72519803,0,1,0,0,0,0,0,1,0,0,0
0,73,1,0,0,0,40184,162,0,4.3333335,2.7088196,.7023167,0,0,1,0,0,0,0,0,0,1,4.3333335
1,77,0,0,0,0,40188,125,0,0,1.7917595,.084520839,0,0,0,0,0,0,0,0,0,1,0
1,30,0,0,0,0,40194,162,0,0,2.4464555,-1.0137829,1,0,0,0,0,0,0,0,0,0,0
1,69,0,0,0,0,40201,124,0,3,2.7703328,.99977392,0,0,0,0,0,0,0,1,0,0,3
1,37,0,0,0,0,40213,101,0,0,1.8000581,-.098529786,0,0,0,0,1,0,0,0,1,0,0
1,58,0,0,0,0,40224,135,0,0,2.2906992,.24469012,0,0,0,0,1,0,0,0,1,0,0
0,50,0,0,0,0,40265,148,0,0,2.862201,0,0,0,0,0,0,0,0,0,0,0,0
1,74,0,0,0,0,40278,108,0,0,1.7452505,.038758181,0,0,1,0,0,0,0,1,0,0,0
1,84,0,0,0,0,40293,147,0,0,2.1041338,.58791006,0,0,0,0,0,0,0,0,0,0,0
0,11,0,0,0,0,40331,138,0,0,2.0016799,-.89937621,0,0,0,0,0,0,1,0,0,1,0
0,70,1,0,0,0,40340,109,0,4.2666607,2.8526316,.24469012,0,1,0,0,0,0,0,0,0,1,4.2666607
1,56,0,0,0,0,40361,116,.31111094,0,1.704748,.22180881,0,0,0,0,0,0,0,0,1,0,.31111094
0,38,0,0,0,0,40362,119,0,0,2.3418052,-1.9061546,0,0,0,0,0,0,0,0,0,1,0
1,63,0,0,0,0,40371,109,0,0,2.0149031,-.73920697,0,0,0,0,0,0,1,0,0,1,0
0,29,0,0,0,0,40376,63,0,0,3.2556825,.35909677,0,0,0,0,1,0,0,0,0,1,0
1,87,0,0,0,0,40379,158,0,.56666666,3.1010928,1.4802818,0,1,0,0,0,0,0,0,0,1,.56666666
0,40,0,1,0,0,40386,96,2.1111083,0,2.1972246,.084520839,0,0,0,0,1,0,0,0,1,0,2.1111083
1,82,0,0,0,0,40391,77,0,0,1.5581446,.038758181,0,0,0,0,0,0,0,0,1,0,0
1,97,1,0,0,0,40396,130,0,3.7333333,3.228826,1.2972312,0,0,0,0,0,0,0,1,0,0,3.7333333
1,81,0,0,0,0,40400,137,0,7,2.3027101,.95401126,0,0,0,1,0,0,0,0,0,1,7
0,98,1,0,0,0,40408,125,0,4.15555,1.6333435,0,0,0,0,1,0,0,0,0,0,1,4.15555
1,78,0,0,0,0,40411,142,.30000001,0,1.9810607,-.73920697,1,0,0,0,0,0,0,1,0,0,.30000001
1,99,0,0,0,0,40423,104,2.3333292,5.9777708,2.1453505,1.9836709,0,0,0,0,0,0,0,0,1,0,8.3111
1,86,0,0,0,0,40424,32,0,0,1.8007282,-.87649488,0,0,0,0,0,0,0,0,0,1,0
1,3,0,0,1,0,40458,104,0,0,2.0901961,-1.7002227,1,0,0,0,0,0,0,0,0,1,0
0,89,0,0,0,0,40462,153,0,0,2.862201,1.0455366,0,0,0,0,0,0,0,0,1,0,0
0,14,0,0,0,0,40470,156,0,.1,1.9459101,-.32734305,0,0,0,0,0,1,0,0,1,0,.1
0,21,1,0,0,0,40487,143,0,4.4333334,2.8134108,.5421474,0,0,0,0,0,0,1,1,0,0,4.4333334
0,43,0,0,1,0,40495,152,0,0,2.4203682,-1.2197149,1,0,0,0,0,0,0,0,0,1,0
0,66,1,0,0,0,40505,110,0,4.1666665,2.1972246,.42774075,0,1,0,0,0,0,0,0,1,0,4.1666665
1,7,0,0,0,0,40551,117,0,0,2.0681279,-.80785096,1,0,0,0,0,0,0,0,1,0,0
0,52,0,1,0,0,40564,90,2.8222194,0,2.412586,.084520839,0,0,0,0,1,0,0,0,0,1,2.8222194
0,43,0,0,0,0,40579,133,0,0,2.3254671,-.16717376,0,0,0,1,0,0,0,0,1,0,0
0,92,1,0,0,0,40583,75,0,4.8333335,2.8731301,.29045278,1,0,0,0,0,0,0,0,1,0,4.8333335
0,50,0,0,1,0,40584,142,0,0,1.8764068,-2.6841197,0,0,0,0,0,0,0,0,0,1,0
0,24,0,0,0,0,40588,166,0,0,2.0409904,-.62480032,1,0,0,0,0,0,0,0,1,0,0
0,69,0,0,1,0,40609,143,0,.55555469,1.6094379,-1.6086974,0,1,0,0,0,0,0,0,0,1,.55555469
1,50,0,0,0,0,40634,65,0,0,1.8100036,-1.2425961,0,1,0,0,0,0,0,0,0,1,0
1,96,0,0,0,0,40745,162,0,5.0999999,2.7391407,1.5031631,0,1,0,0,0,0,0,1,0,0,5.0999999
0,11,0,0,0,0,40753,141,1.7,0,2.0794415,-1.5400534,0,0,0,0,0,0,0,0,1,0,1.7
1,57,1,0,0,0,40767,127,0,4.6999998,2.0497022,.58791006,0,0,0,0,0,0,0,0,0,1,4.6999998
1,87,1,0,0,0,40773,133,0,4.3666668,2.244956,1.1828245,1,0,0,0,0,0,0,1,0,0,4.3666668
1,38,0,0,1,0,40802,146,0,0,1.768149,0,1,0,0,0,0,0,0,0,0,1,0
1,12,0,0,0,0,40809,153,0,0,2.1258476,-1.3570027,1,0,0,0,0,0,0,0,0,1,0
1,14,0,1,0,0,40812,116,2.2999961,0,1.8900952,-.99090153,0,0,1,0,0,0,0,1,0,0,2.2999961
0,82,0,1,0,0,40899,149,2.0666666,0,2.2894993,-.16717376,0,0,0,0,1,0,0,0,1,0,2.0666666
1,85,0,0,1,0,40901,154,0,0,2.4766328,-.029885801,0,1,0,0,0,0,0,0,0,1,0
1,49,0,0,0,0,40907,123,0,2.0999999,2.7212954,.81672329,0,0,0,1,0,0,0,0,0,1,2.0999999
1,67,0,0,0,0,40928,129,0,0,1.704748,-1.1053082,0,0,0,0,0,0,0,1,0,0,0
0,75,1,0,1,0,40940,142,0,5.5888853,2.3403254,-.21293642,0,0,0,0,0,0,0,0,1,0,5.5888853
1,63,0,0,0,0,40971,133,0,0,2.6629629,.81672329,0,0,0,0,1,0,0,1,0,0,0
0,57,1,0,0,0,40982,102,0,4.1999998,1.2039728,.15316482,0,0,0,0,0,1,0,0,1,0,4.1999998
0,89,0,0,0,0,40983,121,0,7.5,1.6094379,1.0912993,0,0,0,0,0,0,1,0,1,0,7.5
1,52,0,0,1,0,41010,141,0,2.5555525,2.2772672,.42774075,0,0,0,1,0,0,0,0,1,0,2.5555525
1,79,1,0,0,0,41015,111,.2,4.0666666,2.2700613,.9082486,0,0,0,0,1,0,0,1,0,0,4.2666664
1,64,0,0,0,0,41017,162,0,0,1.7939965,-.14429244,1,0,0,0,0,0,0,1,0,0,0
1,68,0,0,0,0,41019,135,0,0,1.1225178,.40485942,1,0,0,0,0,0,0,1,0,0,0
1,56,0,0,0,0,41026,75,.37777737,0,1.8325815,.86248595,1,0,0,0,0,0,0,0,1,0,.37777737
1,33,0,0,0,0,41048,117,1.4,1.0666667,2.6374357,.29045278,0,0,0,0,0,0,1,0,0,1,2.4666667
0,58,0,0,0,0,41049,142,0,1.8222198,2.5902672,.10740216,0,0,0,1,0,0,0,0,1,0,1.8222198
1,91,0,0,0,0,41066,117,0,5.5666666,2.341095,1.5489258,0,0,0,1,0,0,0,0,0,1,5.5666666
0,32,0,0,1,0,41088,36,3.8333333,.73332924,2.7624333,-1.3112401,0,0,0,0,0,1,0,0,0,1,4.5666623
1,79,0,0,0,0,41100,25,0,0,1.3874428,.19892748,0,0,0,0,0,0,0,0,0,1,0
1,49,1,0,0,0,41121,125,0,4.5166626,2.4107988,-.21293642,1,0,0,0,0,0,0,0,1,0,4.5166626
1,87,1,0,1,0,41124,147,.1,3.4333334,2.2993822,.51926607,0,0,0,0,0,1,0,1,0,0,3.5333333
1,67,1,0,0,1,41127,124,0,4.133327,2.5408139,.015876854,0,0,0,0,0,0,0,0,0,0,4.133327
0,85,0,1,0,0,41159,151,2.4333334,0,2.1202636,.9082486,1,0,0,0,0,0,0,0,1,0,2.4333334
0,68,0,0,0,0,41207,117,0,5.7666669,2.1747518,1.3887565,0,0,0,0,1,0,0,0,0,1,5.7666669
1,69,1,0,0,0,41208,116,0,4.0666666,1.6094379,.72519803,1,0,0,0,0,0,0,1,0,0,4.0666666
0,35,1,0,0,0,41230,115,0,4.8666668,2.0794415,-.73920697,1,0,0,0,0,0,0,0,0,1,4.8666668
0,92,0,0,0,0,41234,66,0,7.5,2.8980937,.79384196,1,0,0,0,0,0,0,0,0,1,7.5
0,95,1,0,0,0,41239,92,0,4.7666669,2.8519206,1.5031631,0,0,0,0,1,0,0,0,0,1,4.7666669
1,50,0,0,1,0,41240,143,0,.40000001,1.2149124,.17604615,1,0,0,0,0,0,0,1,0,0,.40000001
1,60,0,0,0,0,41243,87,0,0,1.446919,.5421474,0,1,0,0,0,0,0,1,0,0,0
0,32,0,0,0,0,41254,132,0,0,2.7080503,-.67056298,1,0,0,0,0,0,0,0,0,1,0
1,4,0,0,0,0,41260,103,0,0,2.024193,-.55615634,1,0,0,0,0,0,0,0,0,0,0
1,86,0,0,0,0,41276,82,0,4.5333333,2.204072,.42774075,0,0,0,0,0,0,0,0,1,0,4.5333333
1,89,1,0,0,0,41278,161,0,4.0666666,2.1972246,.51926607,0,0,0,0,0,0,0,1,0,0,4.0666666
0,24,0,0,0,0,41282,157,0,0,2.0980179,.15316482,1,0,0,0,0,0,0,0,1,0,0
1,96,0,0,0,1,41286,147,.60000002,.96666664,2.3252196,0,1,0,0,0,0,0,0,0,0,0,1.5666666
0,18,0,0,0,0,41293,116,0,0,1.704748,-.9680202,0,0,0,0,0,0,0,0,0,0,0
1,36,0,0,0,0,41339,55,0,0,1.7491999,-1.4714094,0,0,1,0,0,0,0,0,1,0,0
1,97,1,0,0,0,41353,135,0,5.1833334,2.1587734,.83960462,1,0,0,0,0,0,0,0,0,0,5.1833334
0,57,0,1,0,0,41354,62,2.6333334,.32222086,3.4231763,-.3731057,0,0,0,0,1,0,0,1,0,0,2.9555542
0,96,1,0,0,0,41361,115,0,4.3111067,2.9177706,.17604615,0,0,0,0,0,0,0,0,0,1,4.3111067
1,81,0,0,0,0,41365,124,0,0,1.89712,-.35022438,0,1,0,0,0,0,0,0,1,0,0
1,81,1,0,0,0,41398,68,0,4.4666667,2.0388086,.63367271,0,0,0,0,0,0,0,0,0,1,4.4666667
1,81,0,0,0,0,41399,138,0,0,2.1001921,.7023167,0,0,0,0,0,0,0,0,1,0,0
0,24,0,0,0,0,41405,159,0,.13333334,2.2721021,-1.4027654,0,0,0,0,0,0,0,0,0,1,.13333334
1,70,0,0,0,0,41427,162,0,0,2.4211376,1.6175698,0,0,0,0,0,1,0,0,0,0,0
1,72,0,0,0,0,41434,135,0,5.1333332,2.7725887,.65655404,0,1,0,0,0,0,0,0,1,0,5.1333332
0,98,1,0,0,0,41452,152,0,4.5666666,3.583519,1.2743498,1,0,0,0,0,0,0,0,0,1,4.5666666
0,58,1,0,0,0,41453,153,0,4.1999998,2.3848231,.38197809,1,0,0,0,0,0,0,0,0,1,4.1999998
